               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,    metrics/fish_mAP,metrics/jellyfish_mAP, metrics/penguin_mAP,  metrics/puffin_mAP,   metrics/shark_mAP,metrics/starfish_mAP,metrics/stingray_mAP, metrics/fish_mAP_50,metrics/jellyfish_mAP_50,metrics/penguin_mAP_50,metrics/puffin_mAP_50,metrics/shark_mAP_50,metrics/starfish_mAP_50,metrics/stingray_mAP_50
                 353,            0.021499,           0.0036456,          0.00046126,             0.81416,             0.72786,             0.80341,             0.47678,            0.038545,           0.0050953,            0.005893,           0.0004852,           0.0004852,           0.0004852,             0.47664,             0.55103,             0.36116,             0.27993,             0.49176,             0.60437,             0.57254,             0.83758,             0.93672,             0.74088,             0.65886,              0.7895,             0.85425,             0.80604
                 354,            0.021431,           0.0035588,          0.00057263,             0.81146,             0.73577,             0.80534,             0.47937,            0.038563,           0.0050863,           0.0058606,           0.0004753,           0.0004753,           0.0004753,             0.47532,             0.55663,             0.35951,             0.27568,             0.50146,             0.61377,             0.57322,             0.83782,             0.94656,             0.74775,             0.65197,             0.78788,             0.85506,             0.81032
                 355,            0.022334,           0.0040597,          0.00049794,             0.82011,             0.73457,              0.8056,             0.48034,            0.038597,           0.0050974,           0.0058141,           0.0004654,           0.0004654,           0.0004654,             0.47553,             0.55668,             0.35577,             0.29912,             0.49244,             0.60952,             0.57328,             0.83842,             0.94738,             0.74963,             0.65409,              0.7829,             0.85606,             0.81069
                 356,            0.022179,           0.0036895,          0.00031862,             0.83756,             0.71619,             0.80711,             0.47888,            0.038479,            0.005101,            0.005806,           0.0004555,           0.0004555,           0.0004555,             0.47411,             0.56256,             0.35862,              0.2817,             0.49348,             0.60408,             0.57762,             0.83874,             0.94904,             0.75084,             0.64898,              0.7862,             0.85362,             0.82231
                 357,            0.021926,           0.0036685,          0.00034581,             0.83806,             0.71983,             0.80403,             0.48075,            0.038388,           0.0051064,           0.0057612,           0.0004456,           0.0004456,           0.0004456,             0.47768,             0.56347,             0.35859,             0.27402,              0.4981,             0.61323,             0.58018,             0.83704,             0.95026,             0.74829,             0.64932,             0.78396,             0.85255,             0.80678
                 358,             0.02182,            0.003823,          0.00042239,             0.83598,             0.71516,             0.80255,             0.48106,            0.038547,           0.0051222,           0.0057148,           0.0004357,           0.0004357,           0.0004357,             0.47451,             0.55916,             0.36026,             0.27637,             0.49921,             0.61403,             0.58387,             0.83771,             0.94945,             0.74125,             0.64486,             0.78546,             0.85204,             0.80707
                 359,            0.021823,           0.0035564,          0.00034143,             0.84717,             0.71376,             0.80357,             0.47805,            0.038447,           0.0051142,           0.0056736,           0.0004258,           0.0004258,           0.0004258,             0.47687,             0.55887,             0.35376,             0.27405,             0.50672,             0.60873,             0.56734,             0.83739,             0.95275,              0.7472,             0.64623,             0.78644,             0.85324,             0.80175
                 360,            0.021913,           0.0035139,          0.00042596,             0.84338,             0.71335,             0.80298,             0.48088,            0.038461,           0.0051153,           0.0057039,           0.0004159,           0.0004159,           0.0004159,             0.47544,             0.56488,             0.35742,             0.27882,             0.49359,             0.61788,              0.5781,             0.83663,             0.95257,             0.74993,             0.63815,             0.78759,             0.85377,             0.80221
                 361,            0.021862,           0.0039147,          0.00041977,             0.81697,             0.73489,             0.80436,             0.47844,            0.038455,           0.0051283,           0.0056371,            0.000406,            0.000406,            0.000406,              0.4767,             0.56222,             0.35775,             0.27163,             0.49891,             0.60931,             0.57257,             0.83766,             0.95171,              0.7472,             0.64732,              0.7894,             0.85177,             0.80546
                 362,            0.021682,           0.0038486,          0.00042751,             0.81434,             0.73608,             0.80267,             0.47695,            0.038437,            0.005139,           0.0056669,           0.0003961,           0.0003961,           0.0003961,             0.47441,             0.56429,             0.35707,             0.26795,              0.4933,             0.60805,             0.57357,              0.8381,             0.94983,             0.74599,             0.64079,             0.78411,             0.85524,             0.80466
                 363,            0.021841,           0.0036998,          0.00030144,             0.81375,             0.74308,              0.8032,             0.47961,            0.038532,           0.0051346,           0.0056573,           0.0003862,           0.0003862,           0.0003862,             0.47788,             0.55714,             0.35734,              0.2665,             0.49767,             0.61897,             0.58178,              0.8365,              0.9491,               0.744,             0.64309,             0.78802,             0.85163,             0.81004
                 364,            0.021719,           0.0037043,          0.00034435,             0.84283,              0.7208,             0.80516,             0.47958,            0.038432,           0.0051395,           0.0057122,           0.0003763,           0.0003763,           0.0003763,             0.47643,             0.56005,              0.3696,             0.27128,             0.49439,             0.60656,             0.57876,             0.83675,              0.9484,             0.76007,             0.64121,              0.7881,             0.85243,             0.80915
                 365,             0.02176,           0.0035904,          0.00037623,             0.83474,             0.72529,             0.80396,             0.47939,            0.038386,           0.0051168,           0.0057441,           0.0003664,           0.0003664,           0.0003664,             0.47651,             0.56366,             0.35954,             0.27251,             0.49547,             0.60319,             0.58482,             0.83841,             0.94798,             0.74327,             0.65006,             0.78621,             0.85364,             0.80813
